physical address,number of rooms,area of apartment,number of floors,apartment floor,price,repair,bathroom,view from the windows,terrace,year of construction,elevator,type of house,parking,link
"Москва, Шмитовский пр., 16с2",1,48.5 м²,22,15,25200000,евро,совмещенный,,,2007.0,2,монолитный,"подземная, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_485_m_1522_et._4185289153?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новопеределкинская ул., 8",3,75 м²,22,2,16500000,косметический,раздельный,во двор,лоджия,1988.0,2,панельный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_222_et._4477201012?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Стройковская ул., 12к1",студия,11.5 м²,10,1,2700000,требует ремонта,совмещенный,,,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_110_et._4513456028?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Красного Маяка, вл. 26",студия,21.5 м²,23,5,6080100,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_215_m_523_et._4382035999?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Арбат, 40",студия,22 м²,5,2,9700000,евро,совмещенный,,,1909.0,1,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_22_m_25_et._4166916471?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Чаплыгина, 8с1",студия,10 м²,5,1,5990000,требует ремонта,совмещенный,,,1898.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_15_et._4215301396?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Пресненская наб., 10с2",2,65 м²,21,21,38000000,дизайнерский,раздельный,"во двор, на улицу, на солнечную сторону",,2016.0,4,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_65_m_2121_et._4310303502?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Минская ул., 1Б",5,137.9 м²,15,10,51750000,дизайнерский,совмещенный,во двор,,1999.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/5-k._kvartira_1379_m_1015_et._4603363674?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 21к2",студия,15.8 м²,6,6,2708000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_158_m_66_et._4850395853?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Космодамианская наб., 4/22А",студия,10 м²,9,1,1800000,требует ремонта,совмещенный,,,1959.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_19_et._4542425289?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новоясеневский пр-т, 13к1",2,45 м²,9,9,18600000,евро,раздельный,,,1978.0,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_99_et._4780418963?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Юннатов, 4кА",2,69.3 м²,14,10,26840800,дизайнерский,совмещенный,во двор,,2020.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_693_m_1014_et._4483837484?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Автозаводская ул., 13/1",студия,12.1 м²,5,5,3003000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_121_m_55_et._4850319752?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Обручева, 37",1,36.1 м²,12,2,10200000,косметический,,,,1965.0,,блочный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_361_m_212_et._4427844296?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ильменский пр., 14к3",3,88.5 м²,45,15,24680000,дизайнерский,совмещенный,во двор,,2021.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_885_m_1545_et._4515688839?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большая Филёвская ул., 3к3",3,75 м²,20,3,44500000,дизайнерский,"совмещенный, раздельный",на улицу,балкон,2020.0,нет,панельный,подземная,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_320_et._4542218529?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большая Никитская ул., 31",3,71 м²,7,7,52500000,евро,совмещенный,на улицу,,1900.0,1,кирпичный,,https://www.avito.ru/moskva/kvartiry/3-k._apartamenty_71_m_77_et._2669653962?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Петровка, 17с3",студия,17.2 м²,5,2,12800000,евро,совмещенный,,,1909.0,1,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_172_m_25_et._4456671243?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Зеленоград, к360",2,47 м²,9,5,9200000,косметический,раздельный,на улицу,лоджия,,,панельный,,https://www.avito.ru/moskva_zelenograd/kvartiry/2-k._kvartira_47_m_59_et._3993911770?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ш. Энтузиастов, 11",студия,11.4 м²,3,3,2442000,косметический,совмещенный,во двор,,1914.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_114_m_33_et._4573835599?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большая Дорогомиловская ул., 4",2,101.6 м²,14,8,43120000,дизайнерский,совмещенный,во двор,,1955.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_1016_m_814_et._4539000837?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Чусовская ул., 11к1",студия,12 м²,9,1,3749000,евро,совмещенный,,,1967.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._4710047640?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Кутузовский пр-т, 33",3,88.7 м²,8,7,50172000,дизайнерский,совмещенный,во двор,,1937.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_887_m_78_et._4713954753?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, пр-т Лихачёва, 18к2",2,46.5 м²,20,18,26000000,требует ремонта,"совмещенный, раздельный","во двор, на улицу",лоджия,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_465_m_1820_et._4641829377?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Муравская ул., 38к1",1,36.5 м²,25,21,12100000,дизайнерский,совмещенный,во двор,балкон,2019.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_365_m_2125_et._4563672303?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Айвазовского, 5к1",студия,11.5 м²,9,1,3950000,евро,совмещенный,во двор,,1978.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._4643650313?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Викторенко, 11",2,63.6 м²,15,8,26300000,дизайнерский,совмещенный,,,2018.0,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_636_m_815_et._4844161862?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Рублёвское ш., 12к1",4,108.6 м²,16,8,32500000,требует ремонта,"совмещенный, раздельный",во двор,лоджия,,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1086_m_816_et._4252867656?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Скаковая ул., 34к3",студия,17 м²,16,1,5600000,требует ремонта,совмещенный,во двор,,1978.0,1,блочный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/dolya_v_kvartira-studii_17_m_116_et._4452276782?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 6-я Радиальная ул., 7/1к2",студия,21 м²,20,2,4700000,требует ремонта,совмещенный,во двор,,2023.0,1,монолитный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_21_m_220_et._4605621750?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Красный Казанец, 7",студия,11.7 м²,9,1,3700000,требует ремонта,совмещенный,во двор,,1970.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_117_m_19_et._4581092756?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Осташковская ул., 9к1",3,90.2 м²,4,2,21500000,требует ремонта,раздельный,"во двор, на улицу",балкон,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_902_m_24_et._4415307473?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ходынский б-р, 20А",2,47.6 м²,15,11,21500000,евро,совмещенный,,лоджия,,3,кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_476_m_1115_et._4222618334?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"пр-д 2-й Иртышский, корп. 1.5",студия,25.3 м²,26,22,7327790,,,,,,1,монолитный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_253_m_2226_et._5025966642?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. 50 лет Октября, 23к1",1,15.1 м²,9,1,3599000,требует ремонта,совмещенный,во двор,лоджия,1969.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_151_m_19_et._4644123000?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Окружной пр., 10Б",2,33.3 м²,24,13,16300000,дизайнерский,совмещенный,на улицу,,2023.0,3,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_333_m_1324_et._4666872031?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Шмитовский пр., 16с2",1,48.5 м²,22,15,25200000,евро,совмещенный,,,2007.0,2,монолитный,"подземная, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_485_m_1522_et._4185289153?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новопеределкинская ул., 8",3,75 м²,22,2,16500000,косметический,раздельный,во двор,лоджия,1988.0,2,панельный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_222_et._4477201012?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Стройковская ул., 12к1",студия,11.5 м²,10,1,2700000,требует ремонта,совмещенный,,,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_110_et._4513456028?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Красного Маяка, вл. 26",студия,21.5 м²,23,5,6080100,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_215_m_523_et._4382035999?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Арбат, 40",студия,22 м²,5,2,9700000,евро,совмещенный,,,1909.0,1,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_22_m_25_et._4166916471?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Чаплыгина, 8с1",студия,10 м²,5,1,5990000,требует ремонта,совмещенный,,,1898.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_15_et._4215301396?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Пресненская наб., 10с2",2,65 м²,21,21,38000000,дизайнерский,раздельный,"во двор, на улицу, на солнечную сторону",,2016.0,4,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_65_m_2121_et._4310303502?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Минская ул., 1Б",5,137.9 м²,15,10,51750000,дизайнерский,совмещенный,во двор,,1999.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/5-k._kvartira_1379_m_1015_et._4603363674?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 21к2",студия,15.8 м²,6,6,2708000,косметический,совмещенный,на солнечную сторону,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_158_m_66_et._4850395853?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Космодамианская наб., 4/22А",студия,10 м²,9,1,1800000,требует ремонта,совмещенный,,,1959.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_19_et._4542425289?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новоясеневский пр-т, 13к1",2,45 м²,9,9,18600000,евро,раздельный,,,1978.0,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_99_et._4780418963?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Юннатов, 4кА",2,69.3 м²,14,10,26840800,дизайнерский,совмещенный,во двор,,2020.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_693_m_1014_et._4483837484?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Зеленоград, к364",1,34.3 м²,15,14,8600000,евро,совмещенный,на улицу,лоджия,1997.0,1,блочный,,https://www.avito.ru/moskva_zelenograd/kvartiry/1-k._kvartira_343_m_1415_et._4381534588?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Архангельский пер., 9",4,182 м²,6,6,89970000,евро,"совмещенный, раздельный","во двор, на улицу",,1913.0,1,монолитный,,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_182_m_66_et._3053462322?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Люблинская ул., 76к3",2,68.7 м²,25,20,17400000,косметический,совмещенный,во двор,лоджия,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_687_m_2025_et._4666383003?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Страстной б-р, 12с1",студия,19 м²,4,2,15000000,евро,совмещенный,,,1917.0,1,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_24_et._4456711859?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Красноказарменная ул., 12Ас3",студия,11.1 м²,3,3,2401000,косметический,совмещенный,на улицу,,1914.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_111_m_33_et._4574379976?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
